QUADRADO NR,FRAME NR,EXPECTED DIST,MEASURED DIST,ANGLE
15,96,4.046276126743132,3.0365876774804055,3.0365876774804055
15,116,5.185940909546453,3.2610744223553305,3.2610744223553305
15,126,4.455285313080692,4.646457655193349,4.646457655193349
15,136,3.763002684917148,4.202568339352337,4.202568339352337
15,146,3.16286310146415,3.0193608643803596,3.0193608643803596
15,156,2.5835991544466865,2.2718952052091694,2.2718952052091694
15,166,2.1905467181308933,2.3007713850202234,2.3007713850202234
15,176,1.8140505011919688,1.9036355543678223,1.9036355543678223
15,186,1.418444863733846,1.461790681029761,1.461790681029761
15,196,1.2991535433395653,1.4184008102047492,1.4184008102047492
15,206,1.1586196304534537,1.226822063195988,1.226822063195988
15,216,1.0738757981605132,1.1298320286777044,1.1298320286777044
15,226,0.9295060297732052,0.9905148582367773,0.9905148582367773
15,236,0.8993496454600495,1.0222072798363375,1.0222072798363375
15,246,0.7940182981878687,0.8736651880380113,0.8736651880380113
15,256,0.7409371679651852,0.8164626392901709,0.8164626392901709
15,266,0.701855748031901,0.7769430495288634,0.7769430495288634
15,276,0.6518769887354784,0.7332142674598207,0.7332142674598207
15,286,0.6505812349289724,0.7243248008099875,0.7243248008099875
15,296,0.5917838692380138,0.6596342986585687,0.6596342986585687
15,306,3.692435500996594,3.155960016579738,3.155960016579738
15,316,3.750984074394011,3.2994136958490303,3.2994136958490303
15,326,1.3096939771416554,1.282286251554451,1.282286251554451
15,336,3.4870973468346786,2.7496767449829065,2.7496767449829065
15,346,1.998299952855976,1.6607353818529549,1.6607353818529549
15,356,2.7716832635986584,2.622834627258595,2.622834627258595
15,366,1.5133140791395137,1.5024233474626911,1.5024233474626911
15,376,1.448136035756944,1.454981991788151,1.454981991788151
15,386,2.329906955891183,2.2036833573069035,2.2036833573069035
15,396,2.1496010675277293,2.0282946157477144,2.0282946157477144
15,406,1.378661305054646,1.3179681595506472,1.3179681595506472
15,416,1.4400631641108663,1.3893792726054155,1.3893792726054155
15,426,1.4467308002388308,1.3979269964558834,1.3979269964558834
15,436,1.9457633678778232,1.847617644501234,1.847617644501234
15,446,1.445024423445258,1.495781258946136,1.495781258946136
15,456,1.8230987021921743,1.7456653711132901,1.7456653711132901
15,466,1.786606997869959,1.7220848679079164,1.7220848679079164
15,476,2.068509379818189,1.8498137274082884,1.8498137274082884
15,496,5.487204136997442,4.516650070011943,4.516650070011943
15,506,5.296033056976552,4.1486859606410516,4.1486859606410516
15,516,4.814696233106124,4.480363386082474,4.480363386082474
15,526,4.300889275333641,4.50779053897802,4.50779053897802
15,536,3.9528394541576652,3.198019973771174,3.198019973771174
15,546,3.409749066147222,3.3296463916089807,3.3296463916089807
15,556,2.847863623464799,2.5065402352573,2.5065402352573
15,566,2.3371484370042563,2.183482777402048,2.183482777402048
15,576,1.684701510755414,1.6804882552705052,1.6804882552705052
15,586,1.4912490902964548,1.5104820889918325,1.5104820889918325
15,596,1.2703943242052702,1.2618357438208774,1.2618357438208774
15,606,1.1745192254488404,1.2145689316514166,1.2145689316514166
15,616,1.0625129848024104,1.1104710985621145,1.1104710985621145
15,626,0.9858421714478548,1.0107226383783743,1.0107226383783743
15,636,0.9293787527944986,0.961877620142658,0.961877620142658
15,646,0.8758041598248347,0.920430730643735,0.920430730643735
15,656,0.7625128529087178,0.773341110016674,0.773341110016674
15,666,0.7239905845363922,0.7526729369468427,0.7526729369468427
15,676,0.7349872757974732,0.868873285769732,0.868873285769732
15,686,0.6627212118484517,0.7123741484461887,0.7123741484461887
15,696,0.6499036348596168,0.6580022020672976,0.6580022020672976
15,706,0.7020548204809985,0.6756965674114056,0.6756965674114056
15,716,2.8044066377746626,2.4007584486299436,2.4007584486299436
15,726,2.7926603163260606,2.3931189907796746,2.3931189907796746
15,736,2.6110702890954056,2.0636818298379596,2.0636818298379596
15,746,2.235606756766782,2.123533921086535,2.123533921086535
15,756,1.8454908904819276,1.6998437145535898,1.6998437145535898
15,766,1.6702141792994807,1.5117265597936818,1.5117265597936818
15,776,1.4861653647189483,1.377333330943527,1.377333330943527
15,786,1.3600210847639889,1.3091041264750432,1.3091041264750432
15,796,1.2688809880899303,1.238085654073567,1.238085654073567
15,806,1.22724255931512,1.2229397457435276,1.2229397457435276
15,816,1.1753320327771226,1.1283422891068482,1.1283422891068482
15,826,1.0713359492792438,1.1002978554985305,1.1002978554985305
15,836,1.088084700780594,1.1508433076357887,1.1508433076357887
15,846,0.9791823243699269,0.999422239746459,0.999422239746459
15,856,0.9239929246844694,0.9381658197284417,0.9381658197284417
15,866,0.8879479579141922,0.946040406061644,0.946040406061644
15,876,1.9438558981682659,1.5789857011921722,1.5789857011921722
15,886,5.217281670971062,3.353938880246823,3.353938880246823
15,896,5.483821464282169,4.3438760371331675,4.3438760371331675
15,906,5.670345124758017,4.274086937259308,4.274086937259308
15,916,4.837185814799339,5.296415227909946,5.296415227909946
15,926,4.26825941673379,4.164401091223829,4.164401091223829
15,936,3.749567825366305,4.597685754097979,4.597685754097979
15,946,2.512903587649851,2.4910246687282305,2.4910246687282305
15,956,2.5653570035630255,2.519443548264808,2.519443548264808
15,966,2.164974994897714,2.108906902839196,2.108906902839196
15,976,1.670353761987403,1.8192520728698844,1.8192520728698844
15,986,1.4040154460801868,1.4632958896204027,1.4632958896204027
15,996,1.1828962110736851,1.3089346286317307,1.3089346286317307
15,1006,1.083222346392488,1.175138136647788,1.175138136647788
15,1016,1.0017896907906947,1.0938176616108783,1.0938176616108783
15,1026,0.8973710964266739,0.9861647220516714,0.9861647220516714
15,1036,0.8352209637725756,0.9049502608623872,0.9049502608623872
15,1046,0.7672648889857341,0.8679197404640808,0.8679197404640808
15,1056,0.7718154333863958,0.8558462961420654,0.8558462961420654
15,1066,0.704523331686147,0.835061361733309,0.835061361733309
15,1076,0.6521537766311446,0.7278692138017896,0.7278692138017896
15,1086,0.6179857379923349,0.7192135791467322,0.7192135791467322
15,1096,0.7847036838611566,0.7880610162625525,0.7880610162625525
15,1106,3.7207734987633145,2.832719955410227,2.832719955410227
15,1116,1.7598886734670103,1.6962352980780289,1.6962352980780289
15,1126,3.6567220472854,2.6955233956374856,2.6955233956374856
15,1136,3.2711966833738493,2.5817376286440243,2.5817376286440243
15,1146,2.848125614745833,2.338902931789453,2.338902931789453
15,1156,2.6007493257287293,2.485769011866643,2.485769011866643
15,1166,1.702420969491901,1.5405741373849398,1.5405741373849398
15,1176,2.380407710314543,2.381275720697421,2.381275720697421
15,1186,1.8382115756553568,1.857649115336074,1.857649115336074
15,1196,2.144991529056926,1.9006393136115032,1.9006393136115032
15,1206,2.088361375527156,1.9445326569930452,1.9445326569930452
15,1216,2.105207137130336,1.9909627670410097,1.9909627670410097
15,1226,1.990198783239099,1.966679853379697,1.966679853379697
15,1236,1.8962212925067377,1.8512493140173782,1.8512493140173782
15,1246,1.8564879849967517,1.779282746229124,1.779282746229124
15,1256,1.8873374330989228,1.8760967243420932,1.8760967243420932
15,1266,1.8362522853004137,1.6797708675452054,1.6797708675452054
15,1296,5.51701316482094,4.268643159454659,4.268643159454659
15,1306,5.463307535790492,4.885040739227938,4.885040739227938
15,1316,4.951572540743759,4.434568570615628,4.434568570615628
15,1326,4.2772201639513785,3.7792708881908155,3.7792708881908155
15,1336,3.5803780941072083,3.215142923467828,3.215142923467828
15,1346,3.008113660378712,3.130470928858874,3.130470928858874
15,1356,2.5578459468067765,2.315729382492094,2.315729382492094
15,1366,1.9393529881303389,1.9367079026885794,1.9367079026885794
15,1376,1.6875525789873558,1.6531439623147122,1.6531439623147122
15,1386,1.3711241155992768,1.3824307538984915,1.3824307538984915
15,1396,1.2402763852625145,1.3002256816499065,1.3002256816499065
15,1406,1.0961510611496323,1.0782049736900328,1.0782049736900328
15,1416,1.0688021386322972,1.0849533236568945,1.0849533236568945
15,1426,0.9660869143163824,0.9928604536825443,0.9928604536825443
15,1436,0.8613344400478481,0.9003499463737767,0.9003499463737767
15,1446,0.861630058075277,0.902730010530163,0.902730010530163
15,1456,0.74691582697466,0.762217023985222,0.762217023985222
15,1466,0.7469450514572583,0.7917785262605977,0.7917785262605977
15,1476,0.6703204835237978,0.7106181192987996,0.7106181192987996
15,1486,0.6339075141276351,0.6717755830463784,0.6717755830463784
15,1496,0.6084592192479094,0.6153429663720323,0.6153429663720323
15,1516,1.4530350084654136,1.3101006978879879,1.3101006978879879
15,1526,2.8670148508325894,2.562200244150122,2.562200244150122
15,1536,2.6263835971674525,2.1720925983407917,2.1720925983407917
15,1546,2.158024306963946,2.06692417000077,2.06692417000077
15,1556,1.9145213353095663,1.8851704780642247,1.8851704780642247
15,1566,1.7280217763943126,1.5371400923221405,1.5371400923221405
15,1576,1.470018702241315,1.3376989216422766,1.3376989216422766
15,1586,1.3757503780466627,1.3337757669177939,1.3337757669177939
15,1596,1.3012604194814692,1.271142257945756,1.271142257945756
15,1606,1.2361886996828686,1.1838840586576893,1.1838840586576893
15,1616,1.2198435807660266,1.2014248587604455,1.2014248587604455
15,1626,1.117492584321178,1.1347356288162898,1.1347356288162898
15,1636,1.072636973352663,1.1282961960748392,1.1282961960748392
15,1646,0.963666255874584,0.9967721300262409,0.9967721300262409
15,1656,0.999821760338536,1.017058686731273,1.017058686731273
15,1666,1.2048220789114659,1.0762065767849358,1.0762065767849358
15,1676,1.146592092004995,1.0653491919111393,1.0653491919111393
15,1686,1.49838811958937,1.3753907104938023,1.3753907104938023
15,1696,5.486446341187609,4.81289195665058,4.81289195665058
15,1706,5.484240819497902,4.820283683638064,4.820283683638064
15,1716,4.558068357249534,4.815551321351213,4.815551321351213
15,1726,5.773849413946851,5.27679745986452,5.27679745986452
15,1736,5.4837896069261465,4.823801809211803,4.823801809211803
15,1746,2.161517406370299,2.2795557596782734,2.2795557596782734
15,1756,5.490996224591848,4.862283912129643,4.862283912129643
15,1766,5.490122904227086,4.807425175633168,4.807425175633168
15,1776,5.484731827105805,4.839509090412626,4.839509090412626
15,1786,5.4852617041239595,4.84232609022354,4.84232609022354
15,1796,2.136460946789238,2.28348204489409,2.28348204489409
15,1806,5.499143175731452,4.8011913558928745,4.8011913558928745
15,1816,3.0505414407673586,3.3161815369158907,3.3161815369158907
15,1826,5.706329468069689,5.189303627128524,5.189303627128524
15,1836,5.5418402674720415,3.551681172354847,3.551681172354847
15,1856,3.8766600732302394,2.968618942252057,2.968618942252057
15,1866,4.418189941720575,14.90790856018902,14.90790856018902
15,1876,3.7780712141068573,3.0212865536999938,3.0212865536999938
15,1886,3.974093397099718,3.0997441031465387,3.0997441031465387
15,1896,4.2328764916370005,3.1858238215852053,3.1858238215852053
15,1906,4.687729824173241,17.26707430447078,17.26707430447078
15,1916,4.959693236565263,17.59059792260973,17.59059792260973
15,1926,5.380297827289485,3.823818708357624,3.823818708357624
15,1936,4.854821210997809,17.462529498465287,17.462529498465287
15,1946,3.827544510850398,3.062096460008741,3.062096460008741
15,1956,3.6999523035427053,3.0642746115920683,3.0642746115920683
15,1966,3.9029341310555865,3.0351946878106904,3.0351946878106904
15,1976,4.860834705351786,20.307482893240035,20.307482893240035
15,1986,3.719891487047971,3.106329527571886,3.106329527571886
15,1996,4.912354372690405,17.53237733145946,17.53237733145946
15,2006,3.7248912872096587,3.021651233503551,3.021651233503551
15,2016,4.410613218143144,3.582723406116174,3.582723406116174
15,2026,3.6993689827946756,3.0825935643144677,3.0825935643144677
15,2036,4.551086926402702,19.899496608258037,19.899496608258037
